,0
Annual return,0.43957214514470944
Cumulative returns,0.016031131364999895
Annual volatility,0.12548210355903439
Sharpe ratio,3.5030664347916995
Sortino ratio,4.5371251815967675
Max drawdown,-0.01844970443731231
