,0
Annual return,-0.11362479340331066
Cumulative returns,-0.005251102114999351
Annual volatility,0.06073617206996073
Sharpe ratio,-1.8707927999220735
Sortino ratio,-2.03303961183052
Max drawdown,-0.012329569111337646
