,0
Annual return,-0.2993945479185367
Cumulative returns,-0.015411415475000023
Annual volatility,0.09119329428868798
Sharpe ratio,-3.283076351762795
Sortino ratio,-2.31093749639547
Max drawdown,-0.024557660013290072
