,0
Annual return,-0.2667060159005741
Cumulative returns,-0.013449586130000246
Annual volatility,0.10389373004505217
Sharpe ratio,-2.5671040570486827
Sortino ratio,-2.1678475045895675
Max drawdown,-0.02574628498621956
