,0
Annual return,0.3427169169183153
Cumulative returns,0.01294676847374987
Annual volatility,0.23514797921393904
Sharpe ratio,1.4574521034114836
Sortino ratio,1.4193029077555137
Max drawdown,-0.04627967510241837
