,0
Annual return,-0.3640038053705643
Cumulative returns,-0.019560875041249925
Annual volatility,0.08598048241674215
Sharpe ratio,-4.233563189448741
Sortino ratio,-3.206054153905734
Max drawdown,-0.02589981572537925
