,0
Annual return,0.6092834486825114
Cumulative returns,0.020985735728749955
Annual volatility,0.24991208702322826
Sharpe ratio,2.4379911189564876
Sortino ratio,2.495274532541118
Max drawdown,-0.04347631238329397
