,0
Annual return,-0.31614271716403
Cumulative returns,-0.016450748845000085
Annual volatility,0.11427899488743969
Sharpe ratio,-2.766411425611663
Sortino ratio,-2.2843637357407167
Max drawdown,-0.02622450407738286
