,0
Annual return,-0.22720073235176652
Cumulative returns,-0.011187329651250244
Annual volatility,0.12694465188448675
Sharpe ratio,-1.789762144202087
Sortino ratio,-1.8252928773777248
Max drawdown,-0.026304941810576965
