date,stock_id,CostOfGoodsSold,EPS,EquityAttributableToOwnersOfParent_x,IncomeAfterTaxes,IncomeFromContinuingOperations,OtherComprehensiveIncome,Revenue,TAX,TotalConsolidatedProfitForThePeriod,CapitalStock,CapitalStock_per,CapitalSurplus,CapitalSurplus_per,CashAndCashEquivalents,CashAndCashEquivalents_per,CurrentAssets,CurrentAssets_per,CurrentLiabilities,CurrentLiabilities_per,Equity,EquityAttributableToOwnersOfParent_y,EquityAttributableToOwnersOfParent_per,Equity_per,Liabilities,Liabilities_per,NoncurrentAssets,NoncurrentAssets_per,NoncurrentLiabilities,NoncurrentLiabilities_per,OrdinaryShare,OrdinaryShare_per,OtherCurrentLiabilities,OtherCurrentLiabilities_per,OtherEquityInterest,OtherEquityInterest_per,PropertyPlantAndEquipment,PropertyPlantAndEquipment_per,RetainedEarnings,RetainedEarnings_per,TotalAssets,TotalAssets_per,TotalLiabilitiesEquity,TotalLiabilitiesEquity_per,CashBalancesBeginningOfPeriod,CashBalancesEndOfPeriod,CashBalancesIncrease,CashFlowsFromOperatingActivities,CashProvidedByInvestingActivities,CashReceivedThroughOperations,Depreciation,IncomeBeforeIncomeTaxFromContinuingOperations,InterestIncome,NetIncomeBeforeTax,PayTheInterest,PropertyAndPlantAndEquipment,TotalIncomeLossItems,sharpe_ratio
2015-05-16,3023.TW,2331324000.0,1.15,238661000.0,236981000.0,236981000.0,-59557000.0,3006333000.0,82794000.0,177424000.0,2079563000.0,19.95,756229000.0,7.25,2512508000.0,24.1,8034324000.0,77.06,4541325000.0,43.56,5273828000.0,5210995000.0,49.98,50.58,5152333000.0,49.42,2391837000.0,22.94,611008000.0,5.86,2076709000.0,19.92,51477000.0,0.49,200251000.0,1.92,1412873000.0,13.55,2174952000.0,20.86,10426161000.0,100.0,10426161000.0,100.0,2412474000.0,2512508000.0,100034000.0,251116000.0,-259736000.0,297748000.0,40259000.0,319775000.0,-3949000.0,319775000.0,-8423000.0,-25566000.0,79682000.0,
2015-08-15,3023.TW,2434953000.0,1.21,252897000.0,250081000.0,250081000.0,-53084000.0,3135637000.0,101026000.0,196997000.0,2152625000.0,19.73,819099000.0,7.51,3034124000.0,27.81,8542668000.0,78.31,5542184000.0,50.81,5025278000.0,4965796000.0,45.52,46.07,5883161000.0,53.93,2365771000.0,21.69,340977000.0,3.13,2079563000.0,19.06,246927000.0,2.26,147702000.0,1.35,1375782000.0,12.61,1846370000.0,16.93,10908439000.0,100.0,10908439000.0,100.0,2412474000.0,3034124000.0,621650000.0,773015000.0,-389231000.0,963568000.0,81753000.0,670882000.0,-8323000.0,670882000.0,-16551000.0,-143545000.0,140143000.0,-0.001548742030511318
2015-11-15,3023.TW,2496878000.0,1.33,296346000.0,295939000.0,295939000.0,122566000.0,3228990000.0,124742000.0,418505000.0,2158298000.0,19.48,836746000.0,7.55,2628565000.0,23.73,8719184000.0,78.71,5235552000.0,47.26,5467103000.0,5404114000.0,48.79,49.35,5610020000.0,50.65,2357939000.0,21.29,374468000.0,3.38,2152624000.0,19.43,200345000.0,1.81,266354000.0,2.4,1288077000.0,11.63,2142716000.0,19.34,11077123000.0,100.0,11077123000.0,100.0,2412474000.0,2628565000.0,216091000.0,812164000.0,-313715000.0,1063846000.0,120315000.0,1091563000.0,-12954000.0,1091563000.0,-23925000.0,-68551000.0,176105000.0,0.19682275775456876
2016-04-01,3023.TW,2125946000.0,0.84,182291000.0,171102000.0,171102000.0,-75202000.0,2740298000.0,107344000.0,95900000.0,2176454000.0,19.58,890644000.0,8.01,3044273000.0,27.39,8530755000.0,76.76,5115795000.0,46.03,5638056000.0,5583341000.0,50.24,50.73,5475615000.0,49.27,2582916000.0,23.24,359820000.0,3.24,2158299000.0,19.42,127769000.0,1.15,190428000.0,1.71,1507537000.0,13.56,2325815000.0,20.93,11113671000.0,100.0,11113671000.0,100.0,2412474000.0,3044273000.0,631799000.0,1452674000.0,-556884000.0,1791459000.0,152346000.0,1370009000.0,-26473000.0,1370009000.0,-35346000.0,-211634000.0,166427000.0,0.05776821945019816
2016-05-16,3023.TW,2492665000.0,1.41,308126000.0,305934000.0,305934000.0,-106003000.0,3322654000.0,113738000.0,199931000.0,2179342000.0,20.03,900117000.0,8.27,2764380000.0,25.41,8351142000.0,76.76,4652781000.0,42.76,5850348000.0,5798763000.0,53.3,53.77,5029611000.0,46.23,2528817000.0,23.24,376830000.0,3.46,2176454000.0,20.0,143044000.0,1.31,85363000.0,0.78,1453806000.0,13.36,2633941000.0,24.21,10879959000.0,100.0,10879959000.0,100.0,3044273000.0,2764380000.0,-279893000.0,-88742000.0,90463000.0,-4984000.0,40059000.0,419672000.0,-1804000.0,419672000.0,-7881000.0,-18322000.0,147458000.0,0.21455452330924227
2016-08-15,3023.TW,2601449000.0,1.42,308409000.0,311134000.0,311134000.0,-89499000.0,3425032000.0,133195000.0,221635000.0,2244949000.0,19.7,835491000.0,7.33,3335999000.0,29.27,8979636000.0,78.8,5711700000.0,50.12,5397534000.0,5342560000.0,46.88,47.37,5997910000.0,52.63,2415808000.0,21.2,286210000.0,2.51,2179342000.0,19.12,127604000.0,1.12,-4800000.0,-0.04,1414189000.0,12.41,2266920000.0,19.89,11395444000.0,100.0,11395444000.0,100.0,3044273000.0,3335999000.0,291726000.0,528591000.0,162440000.0,781622000.0,78846000.0,864001000.0,-4113000.0,864001000.0,-13994000.0,-43390000.0,237992000.0,0.01216380847387205
2016-11-15,3023.TW,2457300000.0,1.23,294197000.0,296338000.0,296338000.0,-137037000.0,3231544000.0,97057000.0,159301000.0,2246068000.0,20.77,835926000.0,7.73,2889961000.0,26.73,8487468000.0,78.49,5023407000.0,46.46,5546439000.0,5502403000.0,50.89,51.29,5266663000.0,48.71,2325634000.0,21.51,243256000.0,2.25,2244949000.0,20.76,173218000.0,1.6,-140708000.0,-1.3,1356444000.0,12.54,2561117000.0,23.69,10813102000.0,100.0,10813102000.0,100.0,3044273000.0,2889961000.0,-154312000.0,851010000.0,166656000.0,1212976000.0,116211000.0,1257396000.0,-6271000.0,1257396000.0,-22564000.0,-65468000.0,256458000.0,0.020065971238074
2017-04-01,3023.TW,2165327000.0,1.09,246654000.0,248329000.0,248329000.0,-45694000.0,2946613000.0,91319000.0,202635000.0,2254162000.0,20.34,858462000.0,7.75,3130300000.0,28.24,8807101000.0,79.47,5045793000.0,45.53,5779431000.0,5732732000.0,51.73,52.15,5303413000.0,47.85,2275743000.0,20.53,257620000.0,2.32,2246068000.0,20.27,100053000.0,0.9,-181024000.0,-1.63,1339108000.0,12.08,2801132000.0,25.27,11082844000.0,100.0,11082844000.0,100.0,3044273000.0,3130300000.0,86027000.0,1216838000.0,170617000.0,1638384000.0,151405000.0,1597044000.0,-12343000.0,1597044000.0,-31283000.0,-99408000.0,203993000.0,0.07234033021121694
2017-05-16,3023.TW,2416950000.0,1.25,281937000.0,285108000.0,285108000.0,-227360000.0,3213901000.0,93553000.0,57748000.0,2254162000.0,21.18,858462000.0,8.07,2977197000.0,27.97,8303876000.0,78.02,4519375000.0,42.46,10642938000.0,5789704000.0,54.4,100.0,4805759000.0,45.15,2339062000.0,21.98,286384000.0,2.69,2254162000.0,21.18,21260000.0,0.2,-405989000.0,-3.81,1267219000.0,11.91,3083069000.0,28.97,10642938000.0,100.0,10642938000.0,100.0,3130300000.0,2977197000.0,-153103000.0,210404000.0,-41140000.0,277889000.0,33966000.0,378661000.0,-2405000.0,378661000.0,-4821000.0,-19937000.0,67380000.0,-0.06061500975633269
2017-08-15,3023.TW,2479748000.0,1.51,340161000.0,344467000.0,344467000.0,65117000.0,3331157000.0,130938000.0,409584000.0,2254162000.0,19.98,828030000.0,7.34,2996768000.0,26.56,8966085000.0,79.46,5128889000.0,45.45,11283692000.0,5375557000.0,47.64,100.0,5856317000.0,51.9,2317607000.0,20.54,727428000.0,6.45,2254162000.0,19.98,11121000.0,0.1,-340909000.0,-3.02,1276545000.0,11.31,2634274000.0,23.35,11283692000.0,100.0,11283692000.0,100.0,3130300000.0,2996768000.0,-133532000.0,204332000.0,-59004000.0,449445000.0,67698000.0,854066000.0,-5058000.0,854066000.0,-10047000.0,-44960000.0,89003000.0,0.04836001498975856
