date,stock_id,CostOfGoodsSold,EPS,EquityAttributableToOwnersOfParent_x,IncomeAfterTaxes,IncomeFromContinuingOperations,OtherComprehensiveIncome,Revenue,TAX,TotalConsolidatedProfitForThePeriod,CapitalStock,CapitalStock_per,CapitalSurplus,CapitalSurplus_per,CashAndCashEquivalents,CashAndCashEquivalents_per,CurrentAssets,CurrentAssets_per,CurrentLiabilities,CurrentLiabilities_per,Equity,EquityAttributableToOwnersOfParent_y,EquityAttributableToOwnersOfParent_per,Equity_per,Liabilities,Liabilities_per,NoncurrentAssets,NoncurrentAssets_per,NoncurrentLiabilities,NoncurrentLiabilities_per,OrdinaryShare,OrdinaryShare_per,OtherCurrentLiabilities,OtherCurrentLiabilities_per,OtherEquityInterest,OtherEquityInterest_per,PropertyPlantAndEquipment,PropertyPlantAndEquipment_per,RetainedEarnings,RetainedEarnings_per,TotalAssets,TotalAssets_per,TotalLiabilitiesEquity,TotalLiabilitiesEquity_per,CashBalancesBeginningOfPeriod,CashBalancesEndOfPeriod,CashBalancesIncrease,CashFlowsFromOperatingActivities,CashProvidedByInvestingActivities,CashReceivedThroughOperations,Depreciation,IncomeBeforeIncomeTaxFromContinuingOperations,InterestIncome,NetIncomeBeforeTax,PayTheInterest,PropertyAndPlantAndEquipment,TotalIncomeLossItems,sharpe_ratio
2015-05-16,1476.TW,3569665000.0,2.68,698150000.0,698150000.0,698150000.0,-29834000.0,4928213000.0,160892000.0,668316000.0,2609874000.0,16.51,1152238000.0,7.29,2546716000.0,16.12,9027333000.0,57.12,5306789000.0,33.58,10146007000.0,10146007000.0,64.2,64.2,5657301000.0,35.8,6775975000.0,42.88,350512000.0,2.22,2609874000.0,16.51,155523000.0,0.98,102327000.0,0.65,6475278000.0,40.97,6281568000.0,39.75,15803308000.0,100.0,15803308000.0,100.0,1849871000.0,2546716000.0,696845000.0,794061000.0,-140805000.0,803376000.0,176116000.0,859042000.0,-844000.0,859042000.0,-9232000.0,-139850000.0,166863000.0,
2015-08-15,1476.TW,4684129000.0,3.8,991918000.0,991918000.0,991918000.0,-38669000.0,6498372000.0,273298000.0,953249000.0,2609874000.0,15.46,1152238000.0,6.83,2312824000.0,13.7,10119854000.0,59.96,7486541000.0,44.35,9011357000.0,9011357000.0,53.39,53.39,7867478000.0,46.61,6758981000.0,40.04,380937000.0,2.26,2609874000.0,15.46,165285000.0,0.98,63658000.0,0.38,6432381000.0,38.11,5185587000.0,30.72,16878835000.0,100.0,16878835000.0,100.0,1849871000.0,2312824000.0,462953000.0,802651000.0,-343427000.0,1264339000.0,361177000.0,2124258000.0,-4661000.0,2124258000.0,-18265000.0,-325504000.0,346327000.0,0.08854609912228388
2015-11-15,1476.TW,4984506000.0,4.93,1287371000.0,1287371000.0,1287371000.0,168392000.0,6849175000.0,277072000.0,1455763000.0,2609874000.0,16.09,1152238000.0,7.1,1879262000.0,11.58,9225268000.0,56.86,5347066000.0,32.95,10467120000.0,10467120000.0,64.51,64.51,5758359000.0,35.49,7000211000.0,43.14,411293000.0,2.53,2609874000.0,16.09,174124000.0,1.07,232050000.0,1.43,6583225000.0,40.57,6472958000.0,39.89,16225479000.0,100.0,16225479000.0,100.0,1849871000.0,1879262000.0,29391000.0,2773472000.0,-548036000.0,3577940000.0,555622000.0,3688701000.0,-6613000.0,3688701000.0,-27480000.0,-428934000.0,549313000.0,-0.037893606286634685
2016-04-01,1476.TW,5128896000.0,4.58,1196341000.0,1196341000.0,1196341000.0,-26331000.0,7244989000.0,235993000.0,1170010000.0,2609874000.0,14.76,1289437000.0,7.29,3661074000.0,20.7,10671694000.0,60.35,5494197000.0,31.07,11774329000.0,11774329000.0,66.59,66.59,5907839000.0,33.41,7010474000.0,39.65,413642000.0,2.34,2609874000.0,14.76,130216000.0,0.74,212450000.0,1.2,6591047000.0,37.28,7662568000.0,43.34,17682168000.0,100.0,17682168000.0,100.0,1849871000.0,3661074000.0,1811203000.0,4663317000.0,-782736000.0,5459489000.0,755908000.0,5121035000.0,-7493000.0,5121035000.0,-36268000.0,-611435000.0,901967000.0,0.026073794723756438
2016-05-16,1476.TW,4097528000.0,2.47,653130000.0,653130000.0,653130000.0,-62420000.0,5590471000.0,148065000.0,590710000.0,2689874000.0,13.29,3769437000.0,18.62,7333923000.0,36.23,13384326000.0,66.13,4930348000.0,24.36,14925039000.0,14925039000.0,73.74,73.74,5315876000.0,26.26,6856589000.0,33.87,385528000.0,1.9,2689874000.0,13.29,164452000.0,0.81,150030000.0,0.74,6416789000.0,31.7,8315698000.0,41.08,20240915000.0,100.0,20240915000.0,100.0,3661074000.0,7333923000.0,3672849000.0,1567105000.0,-137509000.0,1573586000.0,208408000.0,809458000.0,-2919000.0,801195000.0,-7998000.0,-107962000.0,220338000.0,-0.3659499718843475
2016-08-15,1476.TW,4193557000.0,2.99,801053000.0,801053000.0,801053000.0,-2005000.0,5827631000.0,291062000.0,799048000.0,2689874000.0,12.8,3769437000.0,17.94,7600225000.0,36.18,14120660000.0,67.22,7730757000.0,36.8,12899720000.0,12899720000.0,61.41,61.41,8107430000.0,38.59,6886490000.0,32.78,376673000.0,1.79,2689874000.0,12.8,185465000.0,0.88,148025000.0,0.7,6398764000.0,30.46,6292384000.0,29.95,21007150000.0,100.0,21007150000.0,100.0,3661074000.0,7600225000.0,3939151000.0,2115771000.0,-373195000.0,2728640000.0,412245000.0,1893310000.0,-10336000.0,1893310000.0,-15862000.0,-199844000.0,432033000.0,0.18393341353473375
2016-11-15,1476.TW,4468017000.0,3.14,846335000.0,846335000.0,846335000.0,-111486000.0,6262052000.0,181293000.0,734849000.0,2689874000.0,14.43,3769437000.0,20.22,5192513000.0,27.85,11861274000.0,63.62,4685835000.0,25.13,13634569000.0,13634569000.0,73.13,73.13,5008523000.0,26.87,6781818000.0,36.38,322688000.0,1.73,2689874000.0,14.43,164612000.0,0.88,36539000.0,0.2,6155017000.0,33.02,7138719000.0,38.29,18643092000.0,100.0,18643092000.0,100.0,3661074000.0,5192513000.0,1531439000.0,3066766000.0,-497722000.0,4105479000.0,598839000.0,2960247000.0,-24259000.0,2920938000.0,-22936000.0,-233489000.0,622998000.0,-0.13963019679377447
2017-04-01,1476.TW,4813402000.0,5.07,1358999000.0,1358999000.0,1358999000.0,102632000.0,6845540000.0,265543000.0,1461631000.0,2689874000.0,13.51,3769437000.0,18.93,6189487000.0,31.09,12953047000.0,65.06,4605016000.0,23.13,15096200000.0,15096200000.0,75.83,75.83,4811866000.0,24.17,6955019000.0,34.94,206850000.0,1.04,2689874000.0,13.51,153173000.0,0.77,154392000.0,0.78,6416816000.0,32.23,8482497000.0,42.61,19908066000.0,100.0,19908066000.0,100.0,3661074000.0,6189487000.0,2528413000.0,4294385000.0,-735347000.0,5343661000.0,810078000.0,4545480000.0,-40907000.0,4545480000.0,-32063000.0,-449366000.0,815466000.0,0.02560433258534085
2017-05-16,1476.TW,3766644000.0,1.01,271223000.0,271223000.0,285005000.0,-235859000.0,5145757000.0,73000000.0,35364000.0,2689874000.0,13.46,3769437000.0,18.87,6866020000.0,34.37,13198828000.0,66.07,4651250000.0,23.28,19976814000.0,15131564000.0,75.75,100.0,4845250000.0,24.25,6777986000.0,33.93,194000000.0,0.97,2689874000.0,13.46,137015000.0,0.69,-81467000.0,-0.41,6246990000.0,31.27,8753720000.0,43.82,19976814000.0,100.0,19976814000.0,100.0,6189487000.0,6926596000.0,737109000.0,928755000.0,-300307000.0,921801000.0,193482000.0,358005000.0,-13679000.0,344223000.0,-6002000.0,-301961000.0,198456000.0,0.23150062253867654
2017-08-15,1476.TW,4361609000.0,2.93,789861000.0,789861000.0,793424000.0,9798000.0,5943473000.0,224712000.0,799659000.0,2743671000.0,13.14,3769437000.0,18.06,6846934000.0,32.8,14037282000.0,67.25,7579136000.0,36.31,20873199000.0,13106856000.0,62.79,100.0,7766343000.0,37.21,6835917000.0,32.75,187207000.0,0.9,2689874000.0,12.89,258891000.0,1.24,-71669000.0,-0.34,6266417000.0,30.02,6665417000.0,31.93,20873199000.0,100.0,20873199000.0,100.0,6189487000.0,6859745000.0,670258000.0,1032211000.0,-373263000.0,1440139000.0,385744000.0,1376141000.0,-49751000.0,1358796000.0,-13640000.0,-429109000.0,380793000.0,0.17006965223314482
