date,stock_id,CostOfGoodsSold,EPS,EquityAttributableToOwnersOfParent_x,IncomeAfterTaxes,IncomeFromContinuingOperations,OtherComprehensiveIncome,Revenue,TAX,TotalConsolidatedProfitForThePeriod,CapitalStock,CapitalStock_per,CapitalSurplus,CapitalSurplus_per,CashAndCashEquivalents,CashAndCashEquivalents_per,CurrentAssets,CurrentAssets_per,CurrentLiabilities,CurrentLiabilities_per,Equity,EquityAttributableToOwnersOfParent_y,EquityAttributableToOwnersOfParent_per,Equity_per,Liabilities,Liabilities_per,NoncurrentAssets,NoncurrentAssets_per,NoncurrentLiabilities,NoncurrentLiabilities_per,OrdinaryShare,OrdinaryShare_per,OtherCurrentLiabilities,OtherCurrentLiabilities_per,OtherEquityInterest,OtherEquityInterest_per,PropertyPlantAndEquipment,PropertyPlantAndEquipment_per,RetainedEarnings,RetainedEarnings_per,TotalAssets,TotalAssets_per,TotalLiabilitiesEquity,TotalLiabilitiesEquity_per,CashBalancesBeginningOfPeriod,CashBalancesEndOfPeriod,CashBalancesIncrease,CashFlowsFromOperatingActivities,CashProvidedByInvestingActivities,CashReceivedThroughOperations,Depreciation,IncomeBeforeIncomeTaxFromContinuingOperations,InterestIncome,NetIncomeBeforeTax,PayTheInterest,PropertyAndPlantAndEquipment,TotalIncomeLossItems,sharpe_ratio
2015-05-16,2347.TW,67525757000.0,0.73,1156797000.0,1210400000.0,1210400000.0,-1640317000.0,70236826000.0,133293000.0,-429917000.0,15885209000.0,11.89,14340466000.0,10.74,25432942000.0,19.04,108871322000.0,81.52,83193001000.0,62.29,45787353000.0,44908230000.0,33.63,34.28,87768618000.0,65.72,24684649000.0,18.48,4575617000.0,3.43,15885209000.0,11.89,409966000.0,0.31,-1460113000.0,-1.09,6857336000.0,5.13,16142668000.0,12.09,133555971000.0,100.0,133555971000.0,100.0,22632188000.0,25432942000.0,2800754000.0,5093487000.0,-395869000.0,5374970000.0,92802000.0,1343693000.0,-281413000.0,1343693000.0,-185591000.0,-417948000.0,-280863000.0,
2015-08-15,2347.TW,70579639000.0,0.82,1300182000.0,1369177000.0,1369177000.0,-803514000.0,73178379000.0,306475000.0,565663000.0,15885209000.0,11.91,14334877000.0,10.74,24527510000.0,18.38,108886103000.0,81.61,87828201000.0,65.83,41105308000.0,40189189000.0,30.12,30.81,92314955000.0,69.19,24534160000.0,18.39,4486754000.0,3.36,15885209000.0,11.91,227254000.0,0.17,-2231628000.0,-1.67,6941988000.0,5.2,12200731000.0,9.14,133420263000.0,100.0,133420263000.0,100.0,22632188000.0,24527510000.0,1895322000.0,3209696000.0,-837304000.0,3779885000.0,157326000.0,3019345000.0,-570477000.0,3019345000.0,-374895000.0,-667869000.0,-328462000.0,-0.0777805217500973
2015-11-15,2347.TW,81495716000.0,0.19,301759000.0,347303000.0,347303000.0,1869422000.0,84507068000.0,-108998000.0,2216725000.0,15885209000.0,11.22,14302062000.0,10.1,24920852000.0,17.61,115751848000.0,81.78,89476739000.0,63.22,43289218000.0,42354442000.0,29.92,30.58,98254084000.0,69.42,25791454000.0,18.22,8777345000.0,6.2,15885209000.0,11.22,300919000.0,0.21,-335319000.0,-0.24,7087999000.0,5.01,12502490000.0,8.83,141543302000.0,100.0,141543302000.0,100.0,22632188000.0,24920852000.0,2288664000.0,-1135753000.0,-1045065000.0,-804536000.0,235677000.0,3257650000.0,-826661000.0,3257650000.0,-609063000.0,-847462000.0,-424659000.0,-0.04703639174792794
2016-04-01,2347.TW,90940567000.0,0.27,427257000.0,491797000.0,491797000.0,256617000.0,94211179000.0,-11895000.0,748414000.0,15885209000.0,11.79,14139722000.0,10.49,13898657000.0,10.31,108630164000.0,80.59,90344707000.0,67.03,43875292000.0,42818302000.0,31.77,32.55,90912226000.0,67.45,26157354000.0,19.41,567519000.0,0.42,15885209000.0,11.79,255156000.0,0.19,-126513000.0,-0.09,7060838000.0,5.24,12919884000.0,9.59,134787518000.0,100.0,134787518000.0,100.0,22632188000.0,13898657000.0,-8733531000.0,-4800427000.0,-1149255000.0,-4191545000.0,310258000.0,3737552000.0,-1027500000.0,3737552000.0,-834406000.0,-970911000.0,58311000.0,0.03972960307106216
2016-05-16,2347.TW,74605420000.0,0.76,1208572000.0,1270887000.0,1270887000.0,-460755000.0,77493108000.0,211672000.0,810132000.0,15885209000.0,12.57,14123049000.0,11.17,11217598000.0,8.87,99660048000.0,78.85,81020221000.0,64.1,44668751000.0,43526492000.0,34.44,35.34,81727239000.0,64.66,26735942000.0,21.15,707018000.0,0.56,15885209000.0,12.57,324166000.0,0.26,-610222000.0,-0.48,7073062000.0,5.6,14128456000.0,11.18,126395990000.0,100.0,126395990000.0,100.0,13898657000.0,11217598000.0,-2681059000.0,5960801000.0,-589691000.0,6362417000.0,84134000.0,1482559000.0,-120985000.0,1482559000.0,-200745000.0,-150841000.0,-188752000.0,-0.3395373481829438
2016-08-15,2347.TW,80776628000.0,0.71,1119595000.0,1169428000.0,1169428000.0,-728371000.0,83590700000.0,-31825000.0,441057000.0,16679469000.0,12.95,14120660000.0,10.96,11539376000.0,8.96,102088765000.0,79.23,85388534000.0,66.27,42724638000.0,41527682000.0,32.23,33.16,86119185000.0,66.84,26755058000.0,20.77,730651000.0,0.57,15885209000.0,12.33,316591000.0,0.25,-1343457000.0,-1.04,6933637000.0,5.38,12071010000.0,9.37,128843823000.0,100.0,128843823000.0,100.0,13898657000.0,11539376000.0,-2359281000.0,10885174000.0,-1661818000.0,11573959000.0,174375000.0,2620162000.0,-228677000.0,2620162000.0,-366641000.0,-218728000.0,-256778000.0,0.25023179893054603
2016-11-15,2347.TW,88044586000.0,0.66,1222933000.0,1265975000.0,1265975000.0,-1623563000.0,90968814000.0,197891000.0,-357588000.0,16679470000.0,13.45,14164236000.0,11.42,10933098000.0,8.82,98194282000.0,79.19,80899006000.0,65.24,42410626000.0,41188771000.0,33.22,34.2,81589214000.0,65.8,25805558000.0,20.81,690208000.0,0.56,16679470000.0,13.45,261230000.0,0.21,-2948877000.0,-2.38,6874345000.0,5.54,13293942000.0,10.72,123999840000.0,100.0,123999840000.0,100.0,13898657000.0,10933098000.0,-2965559000.0,12351515000.0,-1021768000.0,13262471000.0,260299000.0,4084028000.0,-333542000.0,4084028000.0,-518877000.0,-380955000.0,-281175000.0,-0.08337397185715437
2017-04-01,2347.TW,87138855000.0,0.79,1325579000.0,1418446000.0,1418446000.0,88422000.0,90643831000.0,223003000.0,1506868000.0,16679470000.0,13.05,14196063000.0,11.11,7474322000.0,5.85,102183323000.0,79.94,83323320000.0,65.18,43882496000.0,42572194000.0,33.3,34.33,83948674000.0,65.67,25647847000.0,20.06,625354000.0,0.49,16679470000.0,13.05,314517000.0,0.25,-2837318000.0,-2.22,6835286000.0,5.35,14533979000.0,11.37,127831170000.0,100.0,127831170000.0,100.0,13898657000.0,7474322000.0,-6424335000.0,8256245000.0,-738066000.0,9322565000.0,347261000.0,5725477000.0,-429641000.0,5725477000.0,-667896000.0,-513982000.0,-473484000.0,0.003561410772056639
2017-05-16,2347.TW,73552383000.0,0.68,1140456000.0,1201506000.0,1201506000.0,-2848789000.0,76537882000.0,283863000.0,-1647283000.0,16679470000.0,13.93,14230832000.0,11.88,9109192000.0,7.61,95345484000.0,79.6,76833846000.0,64.15,42269982000.0,40966902000.0,34.2,35.29,77508645000.0,64.71,24433143000.0,20.4,674799000.0,0.56,16679470000.0,13.93,379979000.0,0.32,-5617835000.0,-4.69,6536042000.0,5.46,15674435000.0,13.09,119778627000.0,100.0,119778627000.0,100.0,7474322000.0,9109192000.0,1634870000.0,6574480000.0,177832000.0,6745183000.0,85876000.0,1485369000.0,-85753000.0,1485369000.0,-120876000.0,-54181000.0,-73819000.0,-0.10354592854739163
2017-08-15,2347.TW,77596416000.0,0.8,1326497000.0,1402554000.0,1402554000.0,878684000.0,80446026000.0,243266000.0,2281238000.0,16679470000.0,12.99,14243049000.0,11.09,5401816000.0,4.21,103517207000.0,80.62,84754505000.0,66.0,42978572000.0,41495473000.0,32.32,33.47,85429744000.0,66.53,24891109000.0,19.38,675239000.0,0.53,16679470000.0,12.99,274507000.0,0.21,-4742860000.0,-3.69,6643692000.0,5.17,15315814000.0,11.93,128408316000.0,100.0,128408316000.0,100.0,7474322000.0,5401816000.0,-2072506000.0,-552245000.0,-603822000.0,-124924000.0,171850000.0,3131189000.0,-181215000.0,3131189000.0,-257497000.0,-150965000.0,-247713000.0,-0.040965052059463034
2017-11-15,2347.TW,96839068000.0,1.13,1878987000.0,1950728000.0,1950728000.0,300669000.0,100255625000.0,465074000.0,2251397000.0,16679470000.0,12.09,14262167000.0,10.34,11653474000.0,8.45,111792196000.0,81.05,91916341000.0,66.64,45249087000.0,43720758000.0,31.7,32.81,92679030000.0,67.19,26135921000.0,18.95,762689000.0,0.55,16679470000.0,12.09,303967000.0,0.22,-4415680000.0,-3.2,6811204000.0,4.94,17194801000.0,12.47,137928117000.0,100.0,137928117000.0,100.0,7474322000.0,11653474000.0,4179152000.0,10379785000.0,-197174000.0,10864891000.0,252154000.0,5546991000.0,-277890000.0,5546991000.0,-415207000.0,-323166000.0,-660427000.0,0.1608024487328571
2018-04-01,2347.TW,103358646000.0,1.06,1768956000.0,1859451000.0,1859451000.0,-449338000.0,106968344000.0,472896000.0,1410113000.0,16679470000.0,12.02,14364858000.0,10.35,5714960000.0,4.12,110660583000.0,79.73,91345973000.0,65.81,46761830000.0,45171337000.0,32.54,33.69,92039438000.0,66.31,28140685000.0,20.27,693465000.0,0.5,16679470000.0,12.02,318552000.0,0.23,-4820548000.0,-3.47,6857063000.0,4.94,18947557000.0,13.65,138801268000.0,100.0,138801268000.0,100.0,7474322000.0,5714960000.0,-1759362000.0,2702440000.0,-1850188000.0,3334069000.0,340836000.0,7879338000.0,-373526000.0,7879338000.0,-561897000.0,-497298000.0,-1037204000.0,0.15152606663699206
2018-05-16,2347.TW,86043869000.0,1.35,2250522000.0,2326755000.0,2326755000.0,-425345000.0,89322868000.0,390894000.0,1901410000.0,16679470000.0,12.54,14334983000.0,10.78,11505429000.0,8.65,105956230000.0,79.65,83749431000.0,62.95,48531352000.0,46916850000.0,35.27,36.48,84501137000.0,63.52,27076259000.0,20.35,751706000.0,0.57,16679470000.0,12.54,2786846000.0,2.09,-5643713000.0,-4.24,6938753000.0,5.22,21546110000.0,16.2,133032489000.0,100.0,133032489000.0,100.0,5714960000.0,11505429000.0,5790469000.0,8203753000.0,1431233000.0,8608242000.0,85404000.0,2717649000.0,-88067000.0,2717649000.0,-152970000.0,-182697000.0,-924030000.0,0.061803538504912096
2018-08-15,2347.TW,87306797000.0,0.91,1516667000.0,1564711000.0,1564711000.0,938784000.0,90569151000.0,51642000.0,2503495000.0,16679470000.0,11.69,14299870000.0,10.02,6795563000.0,4.76,114918400000.0,80.55,94624826000.0,66.33,47316538000.0,45706131000.0,32.04,33.17,95349488000.0,66.83,27747626000.0,19.45,724662000.0,0.51,16679470000.0,11.69,2452215000.0,1.72,-4661006000.0,-3.27,6988545000.0,4.9,19387797000.0,13.59,142666026000.0,100.0,142666026000.0,100.0,5714960000.0,6795563000.0,1080603000.0,-2139314000.0,1668424000.0,-1619569000.0,201319000.0,4334002000.0,-211867000.0,4334002000.0,-299716000.0,-356596000.0,-1170261000.0,-0.02874035220171141
2018-11-15,2347.TW,100637160000.0,0.9,1501487000.0,1578026000.0,1578026000.0,-1385102000.0,104581292000.0,275661000.0,192924000.0,16679470000.0,11.38,14373168000.0,9.81,7929308000.0,5.41,118097802000.0,80.58,98225129000.0,67.02,146556006000.0,45959543000.0,31.36,100.0,98973246000.0,67.53,28458204000.0,19.42,748117000.0,0.51,16679470000.0,11.38,2267507000.0,1.55,-5982379000.0,-4.08,6821865000.0,4.65,20889284000.0,14.25,146556006000.0,100.0,146556006000.0,100.0,5714960000.0,7929308000.0,2214348000.0,-1422607000.0,1182574000.0,-584804000.0,253627000.0,6187689000.0,-293408000.0,6187689000.0,-489368000.0,-441993000.0,-988096000.0,-0.1400975355689962
2019-04-01,2347.TW,94709009000.0,0.8,1338728000.0,1443168000.0,1443168000.0,-145883000.0,98721628000.0,347278000.0,1297285000.0,16679470000.0,11.31,14846786000.0,10.06,5674663000.0,3.85,117682601000.0,79.77,97360284000.0,66.0,49359900000.0,47570546000.0,32.25,33.46,98158469000.0,66.54,29835768000.0,20.23,798185000.0,0.54,16679470000.0,11.31,2120420000.0,1.44,-6177007000.0,-4.19,6919339000.0,4.69,22221297000.0,15.06,147518369000.0,100.0,147518369000.0,100.0,5714960000.0,5674663000.0,-40297000.0,-483948000.0,1055110000.0,438651000.0,396225000.0,7978135000.0,-388760000.0,7978135000.0,-619844000.0,-577268000.0,-486427000.0,0.09387857005012815
2019-05-16,2347.TW,77660736000.0,1.01,1686625000.0,1773665000.0,1773665000.0,2264625000.0,81333120000.0,445543000.0,4038290000.0,16679470000.0,11.85,14834259000.0,10.53,11434400000.0,8.12,107988726000.0,76.69,85799852000.0,60.93,53396970000.0,51485643000.0,36.56,37.92,87415077000.0,62.08,32823321000.0,23.31,1615225000.0,1.15,16679470000.0,11.85,2398851000.0,1.7,-3947315000.0,-2.8,7016918000.0,4.98,23919229000.0,16.99,140812047000.0,100.0,140812047000.0,100.0,5674663000.0,11434400000.0,5759737000.0,10494937000.0,-79251000.0,10837536000.0,177037000.0,2219208000.0,-102319000.0,2219208000.0,-214993000.0,-91650000.0,20182000.0,-0.03083453885263401
2019-08-15,2347.TW,74705999000.0,0.94,1567215000.0,1625445000.0,1625445000.0,-569238000.0,77932508000.0,304872000.0,1056207000.0,16679470000.0,11.92,14852463000.0,10.62,13321156000.0,9.52,107038426000.0,76.51,87205525000.0,62.33,139902385000.0,49197206000.0,35.17,100.0,88776559000.0,63.46,32863959000.0,23.49,1571034000.0,1.12,16679470000.0,11.92,2912360000.0,2.08,-4475616000.0,-3.2,6617870000.0,4.73,22140889000.0,15.83,139902385000.0,100.0,139902385000.0,100.0,5674663000.0,13321156000.0,7646493000.0,12550442000.0,-1102634000.0,13442118000.0,351402000.0,4149525000.0,-265634000.0,4149525000.0,-390695000.0,-142222000.0,-262458000.0,0.07559552375767924
2019-11-15,2347.TW,83798886000.0,0.97,1622039000.0,1743680000.0,1743680000.0,-1964369000.0,87449657000.0,233643000.0,-220689000.0,16679470000.0,11.3,14851196000.0,10.06,7529151000.0,5.1,112246189000.0,76.06,95049068000.0,64.41,147578789000.0,48857233000.0,33.11,100.0,96674968000.0,65.51,35332600000.0,23.94,1625900000.0,1.1,16679470000.0,11.3,3443842000.0,2.33,-6436312000.0,-4.36,6420286000.0,4.35,23762879000.0,16.1,147578789000.0,100.0,147578789000.0,100.0,5674663000.0,7529151000.0,1854488000.0,21381758000.0,-16178958000.0,22524993000.0,517613000.0,6126848000.0,-353394000.0,6126848000.0,-569273000.0,-207359000.0,-99399000.0,0.08913504044745678
2020-04-01,2347.TW,89108133000.0,1.17,1939364000.0,2076260000.0,2076260000.0,-908613000.0,93279381000.0,686851000.0,1167647000.0,16679470000.0,11.29,14743296000.0,9.98,6342158000.0,4.29,112456625000.0,76.14,94465721000.0,63.96,147689360000.0,49814287000.0,33.73,100.0,95743688000.0,64.83,35232735000.0,23.86,1277967000.0,0.87,16679470000.0,11.29,3479467000.0,2.36,-7295011000.0,-4.94,6349364000.0,4.3,25686532000.0,17.39,147689360000.0,100.0,147689360000.0,100.0,5674663000.0,6342158000.0,667495000.0,18811679000.0,-12385057000.0,20168746000.0,679390000.0,8889959000.0,-470136000.0,8889959000.0,-741143000.0,-273813000.0,-329380000.0,-0.0014318591948416532
2020-05-16,2347.TW,65323643000.0,1.08,1801451000.0,1870641000.0,1870641000.0,-2603566000.0,68705356000.0,321382000.0,-732925000.0,16679470000.0,12.43,14741628000.0,10.98,7096701000.0,5.29,99289449000.0,73.97,86119165000.0,64.15,46856065000.0,44978430000.0,33.51,34.91,87380053000.0,65.09,34946669000.0,26.03,1260888000.0,0.94,16679470000.0,12.43,3635436000.0,2.71,-9591522000.0,-7.15,8427715000.0,6.28,23148854000.0,17.24,134236118000.0,100.0,134236118000.0,100.0,6342158000.0,7096701000.0,754543000.0,7471381000.0,-2745131000.0,7906521000.0,160646000.0,2192023000.0,-55557000.0,2192023000.0,-167015000.0,-51337000.0,-154767000.0,0.3853888685492436
2020-08-15,2347.TW,72340050000.0,1.07,1784239000.0,1846976000.0,1846976000.0,665556000.0,75943536000.0,458836000.0,2512532000.0,16679470000.0,11.69,14752702000.0,10.34,9562885000.0,6.7,106849191000.0,74.89,92007454000.0,64.48,142681114000.0,47190606000.0,33.07,100.0,93304142000.0,65.39,35831923000.0,25.11,1296688000.0,0.91,16679470000.0,11.69,3585151000.0,2.51,-9171960000.0,-6.43,8578590000.0,6.01,24930394000.0,17.47,142681114000.0,100.0,142681114000.0,100.0,6342158000.0,9562885000.0,3220727000.0,5228815000.0,-27068000.0,6186401000.0,318507000.0,4497835000.0,-126035000.0,4497835000.0,-287955000.0,-172511000.0,-113629000.0,0.1679916292491436
2020-11-15,2347.TW,85808739000.0,1.26,2096970000.0,2231288000.0,2231288000.0,592505000.0,89626061000.0,680454000.0,2823793000.0,16679470000.0,11.23,14775222000.0,9.95,11865289000.0,7.99,113412773000.0,76.35,95149883000.0,64.06,52217055000.0,50132689000.0,33.75,35.15,96326115000.0,64.85,35130397000.0,23.65,1176232000.0,0.79,16679470000.0,11.23,3632332000.0,2.45,-8343766000.0,-5.62,8452149000.0,5.69,27021763000.0,18.19,148543170000.0,100.0,148543170000.0,100.0,6342158000.0,11865289000.0,5523131000.0,9591048000.0,-14627000.0,10854521000.0,475499000.0,7409577000.0,-214172000.0,7409577000.0,-395423000.0,-246112000.0,-691592000.0,-0.08605603447707227
2021-04-01,2347.TW,95633927000.0,1.48,2475879000.0,2589481000.0,2589481000.0,2068016000.0,99926023000.0,501834000.0,4657497000.0,16679470000.0,10.45,14709395000.0,9.21,15229773000.0,9.54,121603154000.0,76.16,101744189000.0,63.72,56850168000.0,54582826000.0,34.18,35.6,102825545000.0,64.4,38072559000.0,23.84,1081356000.0,0.68,16679470000.0,10.45,3563035000.0,2.23,-6336546000.0,-3.97,9599877000.0,6.01,29530507000.0,18.49,159675713000.0,100.0,159675713000.0,100.0,6342158000.0,15229773000.0,8887615000.0,-4922038000.0,9275609000.0,-3873329000.0,634555000.0,10500892000.0,-295245000.0,10500892000.0,-516227000.0,-780215000.0,-1750539000.0,0.16984286943086532
2021-05-16,2347.TW,82674959000.0,1.52,2705685000.0,2674390000.0,2674390000.0,-57238000.0,86744611000.0,386153000.0,2617152000.0,16679470000.0,10.61,14706610000.0,9.36,11510161000.0,7.32,118420258000.0,75.33,102168375000.0,64.99,53968691000.0,51789882000.0,32.94,34.33,103232883000.0,65.67,38781316000.0,24.67,1064508000.0,0.68,16679470000.0,10.61,4153521000.0,2.64,-6168436000.0,-3.92,9638568000.0,6.13,26572238000.0,16.9,157201574000.0,100.0,157201574000.0,100.0,15229773000.0,11510161000.0,-3719612000.0,10120659000.0,-8624055000.0,10555894000.0,160257000.0,3060543000.0,-70249000.0,3060543000.0,-120082000.0,-169212000.0,-671924000.0,0.11811015468817931
2021-08-15,2347.TW,92497629000.0,2.0,2476527000.0,3426070000.0,3426070000.0,-1087491000.0,96566850000.0,414242000.0,2338579000.0,16679470000.0,10.13,14735120000.0,8.95,12845628000.0,7.8,125833528000.0,76.44,107121809000.0,65.07,56295263000.0,54293028000.0,32.98,34.2,108328354000.0,65.8,38790089000.0,23.56,1206545000.0,0.73,16679470000.0,10.13,4260913000.0,2.59,-7027302000.0,-4.27,9581881000.0,5.82,29905740000.0,18.17,164623617000.0,100.0,164623617000.0,100.0,15229773000.0,12845628000.0,-2384145000.0,4186027000.0,-2461843000.0,4868087000.0,317015000.0,6900855000.0,-144248000.0,6900855000.0,-237168000.0,-314361000.0,-2123805000.0,0.029070873789976744
2021-11-15,2347.TW,97179360000.0,5.01,5127287000.0,8482022000.0,8482022000.0,-3192683000.0,101569621000.0,3958064000.0,5289339000.0,16679470000.0,9.33,14199960000.0,7.95,10342970000.0,5.79,144907168000.0,81.1,112676952000.0,63.06,178683000000.0,59055277000.0,33.05,100.0,117463436000.0,65.74,33775832000.0,18.9,4786484000.0,2.68,16679470000.0,9.33,3987996000.0,2.23,-9916163000.0,-5.55,9505778000.0,5.32,38092010000.0,21.32,178683000000.0,100.0,178683000000.0,100.0,15229773000.0,10342970000.0,-4886803000.0,6062761000.0,-4887653000.0,7101406000.0,468799000.0,19340941000.0,-210715000.0,19340941000.0,-356862000.0,-380081000.0,-11967343000.0,0.1531598659798799
2022-04-01,2347.TW,118860196000.0,1.82,3050895000.0,3195242000.0,3195242000.0,1658042000.0,123930530000.0,695759000.0,4853284000.0,16679470000.0,8.27,14199960000.0,7.04,7052958000.0,3.5,166051621000.0,82.33,129393889000.0,64.16,65891077000.0,63610564000.0,31.54,32.67,135792629000.0,67.33,35632085000.0,17.67,6398740000.0,3.17,16679470000.0,8.27,4781962000.0,2.37,-8247112000.0,-4.09,9568187000.0,4.74,40978246000.0,20.32,201683706000.0,100.0,201683706000.0,100.0,15229773000.0,7052958000.0,-8176815000.0,-9922870000.0,-969191000.0,-8356022000.0,615812000.0,23231942000.0,-299752000.0,23231942000.0,-490128000.0,-445043000.0,-12594877000.0,0.1990667837222174
2022-05-16,2347.TW,96581955000.0,1.53,2544958000.0,2698083000.0,2698083000.0,2784926000.0,100865185000.0,545318000.0,5483009000.0,16679470000.0,8.44,14281446000.0,7.22,9532138000.0,4.82,160229584000.0,81.05,128010972000.0,64.75,197686754000.0,60602648000.0,30.66,31.92,134593698000.0,68.08,37457170000.0,18.95,6582726000.0,3.33,16679470000.0,8.44,5464786000.0,2.76,-5541985000.0,-2.8,9908752000.0,5.01,35183717000.0,17.8,197686754000.0,100.0,197686754000.0,100.0,7052958000.0,9532138000.0,2479180000.0,1427928000.0,-7524000.0,1805485000.0,146890000.0,3243401000.0,-52509000.0,3243401000.0,-165417000.0,-115910000.0,-367368000.0,-0.1511041308500141
